"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4297671";"FERROGLYCINE SULFATE";"FERROGLYCINE SULFATE|FERROGLYCINE SULFATE COMPLEX";"Small molecule";"3.0";"226.97";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"226.9187";"None";"None";"C2H5FeNO6S";"";""
"CHEMBL2109048";"IODIZED OIL";"IODIZED OIL";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108028";"ENFILCON A";"ENFILCON A";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3039561";"STENFILCON A";"STENFILCON A";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650466";"FERRIC GLUCONATE TRIHYDRATE";"FERRIC GLUCONATE|FERRIC GLUCONATE TRIHYDRATE";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107843";"ALFERMINOGENE TADENOVEC";"ALFERMINOGENE TADENOVEC|Generx";"Gene";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108642";"SENOFILCON A";"SENOFILCON A";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095229";"BEZUCLASTINIB";"BEZUCLASTINIB|CGT9486|PLX-9486";"Small molecule";"3.0";"331.38";"";"";"3.82";"86.46";"3";"3";"0";"3";"N";"0.53";"12.85";"2.55";"3.28";"3.28";"4";"MOL";"0";"25";"6";"3";"0";"331.1433";"-1.50";"NEUTRAL";"C19H17N5O";"Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C";"NVSHVYGIYPBTEZ-UHFFFAOYSA-N"
"CHEMBL2108101";"SPEARMINT";"AE-SPEARMINT|B1434|BUSH MINT WHOLE|CURLED MINT|FEMA NO. 3030|FEMA NO. 3031|GREEN MINT|MENTHA CORDIFOLIA TOP|MENTHA CRISPATA TOP|MENTHA LONGIFOLIA TOP|MENTHA SPICATA|MENTHA SPICATA LEAF|MENTHA SPICATA TOP|MENTHA VIRIDIS|MENTHA VIRIDIS (SPEARMINT) LEAF|MENTHA VIRIDIS TOP|SPEARMINT|SPEARMINT HERB WHOLE|SPEARMINT WHOLE|SPEARMINT, DRIED|SPEARMINT, FRESH|SPEARMINT,DRIED|SPEARMINT,FRESH";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545130";"GALYFILCON A";"GALYFILCON A";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095202";"VIMSELTINIB";"DCC-3014|DP-6865|VIMSELTINIB";"Small molecule";"3.0";"431.50";"17";"59";"3.56";"99.75";"9";"1";"0";"6";"N";"0.50";"None";"4.55";"2.20";"2.20";"4";"MOL";"0";"32";"9";"1";"0";"431.2070";"-1.27";"NEUTRAL";"C23H25N7O2";"Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1";"TVGAHWWPABTBCX-UHFFFAOYSA-N"
"CHEMBL2108511";"INTERFERON GAMMA-1A";"BIOGAMMA|IMUNOMAX|INTERFERON GAMMA-1A|INTERFERON GAMMA-1A (GENETICAL RECOMBINATION)|SUN-4800";"Protein";"3.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4298071";"HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE MENINGOCOCCAL OUTER MEMBRANE PROTEIN CONJUGATE ANTIGEN";"HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE MENINGOCOCCAL OUTER MEMBRANE PROTEIN CONJUGATE ANTIGEN|PEDVAXHIB";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108108";"TETRAFILCON A";"Alliance|Cooper Clear|Cooper Toric|Preference|Preference Standard|Preference Toric|TETRAFILCON A|Vantage|Vantage Thin";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108458";"NELFILCON A";"NELFILCON A";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108484";"ROSE OIL";"ANIBA ROSAEODORA OIL|FEMA NO. 2156|FEMA NO. 2988, ROSA GALLICA|FEMA NO. 2993, ROSA GALLICA|OIL OF ROSE|ROSA GALLICA FLOWER WATER|ROSE ABSOLUTE (ROSA GALLICA)|ROSE OIL|ROSE OIL, UNSPECIFIED|ROSEWOOD OIL, BRAZILIAN";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108231";"ETAFILCON A";"1-Day ACUVUE|ACUVUE|ETAFILCON A|SUREVUE";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108215";"AGAR";"AGAR|AGAR (GRACILARIA CONFERVOIDES)|AGAR (GRACILARIA GRACILIS)|AGAR, UNSPECIFIED|AGAR-AGAR|B1033|BENGAL ISINGLASS|CEYLON ISINGLASS|CHINESE ISINGLASS|E-406|FEMA NO. 2012|GELOSE|INS NO.406|INS-406|JAPAN AGAR|LAYOR CARANG|SEAWEED, AGAR, DRIED|SEAWEED, AGAR, RAW|SEAWEED,AGAR,DRIED|SEAWEED,AGAR,RAW";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107968";"POLIGLECAPRONE 25";"POLIGLECAPRONE|POLIGLECAPRONE 25";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108182";"CORTICORELIN";"CORTICOLIBERIN HUMAN|CORTICORELIN|CORTICORELIN (HUMAN)|CORTICORELIN HUMAN|CORTICOTROPIN-RELEASING FACTOR|CORTICOTROPIN-RELEASING HORMONE|HUMAN CORTICOLIBERIN|NEU-3002";"Protein";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297291";"INGAVIRIN";"IMIDAZOLYL ETHANAMIDE PENTANDIOIC ACID|INGAMINE|INGAVIRIN";"Small molecule";"3.0";"225.25";"";"";"0.32";"95.08";"3";"3";"0";"7";"N";"0.62";"4.15";"6.55";"-1.85";"-2.76";"1";"MOL";"0";"16";"6";"3";"0";"225.1113";"-0.46";"ACID";"C10H15N3O3";"O=C(O)CCCC(=O)NCCc1c[nH]cn1";"KZIMLUFVKJLCCH-UHFFFAOYSA-N"
"CHEMBL2108514";"FERUMOXTRAN-10";"AMI-227|BMS 180549|BMS-180549|CODE 7227|CODE-7227|Combidex|E 172 RED|FERRIC OXIDE|FERRIC OXIDE (ANHYDROUS)|FERUMOXTRAN 10|FERUMOXTRAN-10|RED IRON OXIDE R 1599D";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3990008";"TABELECLEUCEL";"ATA-129|ATA129|EBV-CTL|TABELECLEUCEL";"Cell";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108782";"POLYPROPYLENE GLYCOL";"POLYPROPYLENE GLYCOL";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108620";"LOTRAFILCON B";"LOTRAFILCON B";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095261";"DAZDOTUFTIDE";"DAZDOTUFTIDE|TRS-01|TRS01";"Small molecule";"3.0";"1006.07";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1005.4797";"None";"None";"C43H68N13O13P";"C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)c(/N=N/c2ccc(OP(=O)([O-])OCC[N+](C)(C)C)cc2)c1)C(=O)O";"VXUMKMXYKWBBDK-JERYHNGXSA-N"
"CHEMBL2107431";"LYNESTRENOL";"LYNESTRENOL|LYNOESTRENOL|NSC-37725";"Small molecule";"3.0";"284.44";"8";"34";"4.31";"20.23";"1";"1";"0";"0";"N";"0.52";"None";"None";"4.04";"4.04";"0";"MOL";"0";"21";"1";"1";"0";"284.2140";"1.72";"NEUTRAL";"C20H28O";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"YNVGQYHLRCDXFQ-XGXHKTLJSA-N"
"CHEMBL1564747";"DROMETRIZOLE";"DROMETRIZOLE|NSC-91885";"Small molecule";"3.0";"225.25";"16";"35";"2.43";"50.94";"4";"1";"0";"1";"N";"0.69";"9.43";"None";"3.19";"3.18";"3";"MOL";"0";"17";"4";"1";"0";"225.0902";"-1.07";"NEUTRAL";"C13H11N3O";"Cc1ccc(O)c(-n2nc3ccccc3n2)c1";"MCPKSFINULVDNX-UHFFFAOYSA-N"
"CHEMBL415690";"BETADEX";".BETA.-CYCLODEXTRIN|BETA CYCLODEXTRIN|BETA-CYCLODEXTRIN|BETA-SCHARDINGER DEXTRIN|BETACD|BETADEX|CAVAMAX W7|CYCLODEXTRIN B|CYCLODEXTRIN, BETA-|CYCLOHEPTAAMYLOSE|CYCLOHEPTAGLUCAN|CYCLOMALTOHEPTAOSE|E-459|E459|INS NO.459|INS-459|KLEPTOSE|NSC-269471|NSC-314334|ORISTAR BCD|RINGDEX-B";"Oligosaccharide";"3.0";"1134.99";"121";"320";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1134.3698";"None";"None";"C42H70O35";"OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO";"WHGYBXFWUBPSRW-FOUAGVGXSA-N"
"CHEMBL2105945";"ACENEURAMIC ACID";"ACENEURAMIC ACID|UX001";"Small molecule";"3.0";"309.27";"1";"1";"-4.03";"184.62";"8";"7";"1";"9";"N";"0.21";"2.95";"None";"-3.95";"-7.43";"0";"MOL";"0";"21";"10";"7";"1";"309.1060";"0.81";"ACID";"C11H19NO9";"CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O";"KBGAYAKRZNYFFG-BOHATCBPSA-N"
"CHEMBL470670";"LEVOMENTHOL";"L-MENTHOL|LEVOMENTHOL";"Small molecule";"3.0";"156.27";"15";"43";"2.44";"20.23";"1";"1";"0";"1";"Y";"0.62";"None";"None";"2.66";"2.66";"0";"MOL";"0";"11";"1";"1";"0";"156.1514";"1.86";"NEUTRAL";"C10H20O";"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O";"NOOLISFMXDJSKH-KXUCPTDWSA-N"
"CHEMBL102970";"PYRIDOXAL";"PIRIDOXAL|PYRIDOXAL|PYRIDOXALDEHYDE";"Small molecule";"3.0";"167.16";"18";"34";"0.40";"70.42";"4";"2";"0";"2";"N";"0.63";"7.97";"4.11";"0.18";"0.08";"1";"MOL";"0";"12";"4";"2";"0";"167.0582";"0.70";"NEUTRAL";"C8H9NO3";"Cc1ncc(CO)c(C=O)c1O";"RADKZDMFGJYCBB-UHFFFAOYSA-N"
"CHEMBL2104397";"LIME";"BURNT LIME|CALCIUM OXIDE|CITRUS AURANTIIFOLIA|CITRUS AURANTIIFOLIA WHOLE|E-529|INS NO.529|INS-529|KEY LIME WHOLE|LIME|LIME (CALCIUM OXIDE)|LIME (CAO)|LIME (CHEMICAL)|LIME WHOLE|QUICKLIME";"Small molecule";"3.0";"56.08";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"55.9575";"None";"None";"CaO";"O=[Ca]";"ODINCKMPIJJUCX-UHFFFAOYSA-N"
"CHEMBL2146087";"REBOXETINE MESYLATE";"Edronax|FCE 20124|FCE-20124|PNU-155950E|PROLIFT|REBOXETINE MESILATE|REBOXETINE MESYLATE|REBOXETINE METHANESULFONATE|REBOXETINE METHANESULPHONATE|REBOXETINE METHANSULPHONATE|VESTRA";"Small molecule";"3.0";"409.50";"2";"4";"3.19";"39.72";"4";"1";"0";"6";"N";"0.89";"None";"7.91";"3.28";"2.65";"2";"MOL";"0";"23";"4";"1";"0";"313.1678";"-0.17";"NEUTRAL";"C20H27NO6S";"CCOc1ccccc1OC(c1ccccc1)C1CNCCO1.CS(=O)(=O)O";"CGTZMJIMMUNLQD-UHFFFAOYSA-N"
"CHEMBL1615784";"TETROFOSMIN";"P-53|P53|TETROFOSMIN";"Small molecule";"3.0";"382.46";"";"";"4.10";"36.92";"4";"0";"0";"19";"N";"0.25";"None";"8.30";"1.14";"0.77";"0";"MOL";"0";"24";"4";"0";"0";"382.2402";"-0.19";"NEUTRAL";"C18H40O4P2";"CCOCCP(CCOCC)CCP(CCOCC)CCOCC";"QCWJONLQSHEGEJ-UHFFFAOYSA-N"
"CHEMBL274323";"ASPARTIC ACID";"ASPARTATE|ASPARTIC ACID|ASPARTIC ACID, L-|ASPARTIC ACID,L|DEAMIDATED ASPARAGINE|FEMA NO. 3656|L-ASPARTIC ACID|NSC-3973";"Small molecule";"3.0";"133.10";"48";"85";"-1.13";"100.62";"3";"3";"0";"3";"N";"0.45";"1.70";"9.61";"-3.50";"-5.75";"0";"MOL";"0";"9";"5";"4";"0";"133.0375";"1.08";"ZWITTERION";"C4H7NO4";"N[C@@H](CC(=O)O)C(=O)O";"CKLJMWTZIZZHCS-REOHCLBHSA-N"
"CHEMBL4594317";"RELABOTULINUMTOXINA";"QM1114|RELABOTULINUMTOXINA";"Protein";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108912";"COCCIDIOIDIN";"COCCIDIOIDIN|COCCIDIOIDIN, UNSPECIFIED";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108456";"OCUFILCON D";"OCUFILCON D";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108947";"COLD CREAM";"COLD CREAM";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095374";"UMESOLERBART";"REGN-5714|REGN5714|UMESOLERBART";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4298042";"MEDIUM-CHAIN TRIGLYCERIDES";"MEDIUM-CHAIN TRIGLYCERIDES|MIGLYOL 812 N";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095206";"25-HYDROXYERGOCALCIFEROL-";"25-HYDROXY ERGOCALCIFEROL|25-HYDROXYCALCIFEROL|25-HYDROXYERGOCALCIFEROL-|25-HYDROXYVITAMIN D|25-HYDROXYVITAMIN D 2|25-HYDROXYVITAMIN D2|ERCALCIDIOL";"Small molecule";"3.0";"412.66";"";"";"6.76";"40.46";"2";"2";"1";"5";"N";"0.49";"None";"None";"5.66";"5.66";"0";"MOL";"0";"30";"2";"2";"1";"412.3341";"2.58";"NEUTRAL";"C28H44O2";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12";"KJKIIUAXZGLUND-ICCVIKJNSA-N"
"CHEMBL4594468";"CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S)";"CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S)";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4802218";"HEXASODIUM PHYTATE";"HEXASODIUM FYTATE|HEXASODIUM PHYTATE|SNF-472|SNF472";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
